id,source_entity,target_entity,pe_confidence,independent_sources,source_families,raw_signals,syndication_ratio,subject_mentions,object_mentions,desk_geo_hit,desk_entity_hit,age_days,c_multi_source,c_source_diversity,c_salience,c_desk_relevance,qual_score,qualifies,retention,stratum,idx
e8e57aa0-88fc-4216-be8d-7d7b7361ecfa,Baresi,Milan,0.55,2,2,4,2.0,7,16,True,False,1.0,0.3333,1.0,0.3345,0.6,0.5069,True,keep,S3_high,135
ebcd122d-8c29-477d-a998-1870096566bd,Andrea Pirlo,Pirlo,0.45000002,2,2,2,1.0,5,11,True,False,6.1,0.3333,1.0,0.2882,0.6,0.4976,True,keep,S3_high,136
f427a913-e09e-434c-8ca3-11511f25b21f,BTS,IShowSpeed,0.45000002,2,2,2,1.0,42,9,False,False,14.3,0.3333,1.0,0.3704,0.0,0.4241,True,keep,S3_high,137
f8a4dd9c-7cd2-4ddc-b8bd-2d9c8b9496a0,Japan,NYK Line,0.45000002,2,2,2,1.0,708,3,True,True,35.5,0.3333,1.0,0.223,1.0,0.5446,True,keep,S3_high,138
fdce1321-5b0c-4b06-8078-a48ae47fb42f,Russia,The United Nations Security Council,0.45000002,2,2,2,1.0,6403,18,False,False,8.0,0.3333,1.0,0.4736,0.0,0.4447,True,keep,S3_high,139
05f7724b-a889-4ebc-b07e-15eec9ad9150,FIFA World Cup 2026,Mbappe,0.45000002,2,2,2,1.0,60,81,True,False,24.7,0.3333,1.0,0.6613,0.6,0.5723,True,keep,S4_top,140
0e536967-fc62-40f0-b908-1ee8df8dda9c,Asia,Beijing,0.55,3,3,4,1.33,232,274,True,False,11.2,0.6667,1.0,0.8769,0.6,0.7654,True,keep,S4_top,141
157032d9-624a-4f38-bd6e-7dacccaad6f6,Donbass,European Union,0.5,2,2,3,1.5,51,1151,True,False,7.1,0.3333,1.0,0.6356,0.6,0.5671,True,keep,S4_top,142
15b5bd40-2596-4883-8bb8-9d6953f20bc1,Germany,Porsche,0.45000002,2,2,2,1.0,913,6,True,True,4.1,0.3333,1.0,0.313,1.0,0.5626,True,keep,S4_top,143
1647a6a3-2c9c-4650-b8ea-b431fd3bba70,Donald Trump,Zohran Mamdani,0.5,2,2,3,1.5,1492,54,True,False,30.9,0.3333,1.0,0.6446,0.6,0.5689,True,keep,S4_top,144
184bdd87-4a78-435d-8bc3-c8ab40115b95,Australia,Lyon,0.45000002,2,2,2,1.0,476,6,True,True,13.3,0.3333,1.0,0.313,1.0,0.5626,True,keep,S4_top,145
18775a77-9139-4f4c-98ee-c1c367c26dbb,Christian,IRNA,0.55,2,2,4,2.0,39,1190,True,False,15.4,0.3333,1.0,0.5934,0.6,0.5587,True,keep,S4_top,146
190486b4-3fa7-4daa-8347-95f053896008,Georgia,Masoud Pezeshkian,0.5,2,2,3,1.5,89,175,True,False,25.2,0.3333,1.0,0.7238,0.6,0.5848,True,keep,S4_top,147
190a355b-660a-42f9-9590-5c1408e4bcdf,Nepal,Oman,0.55,3,3,4,1.33,68,296,True,False,2.1,0.6667,1.0,0.6811,0.6,0.7262,True,keep,S4_top,148
195bd121-86da-49d2-a326-083617198462,Americas,Europe,0.5,3,3,3,1.0,24,1613,True,True,3.3,0.6667,1.0,0.5178,1.0,0.7536,True,keep,S4_top,149
1ae53837-372d-40b9-a3bf-f9da024d5d9b,Coca - Cola,Italy,0.45000002,2,2,2,1.0,5,470,True,True,4.0,0.3333,1.0,0.2882,1.0,0.5576,True,keep,S4_top,150
25d5de91-c41b-4289-9788-8fa38631d3a6,Donald Trump,Volodymyr Zelenskyy,0.6,5,5,5,1.0,1492,72,True,False,1.9,1.0,1.0,0.6902,0.6,0.878,True,keep,S4_top,151
2a7856ae-14cc-4d79-9e51-4806de1f2811,Ishaq Dar,Islamabad,0.55,2,2,4,2.0,31,207,True,False,0.0,0.3333,1.0,0.5575,0.6,0.5515,True,keep,S4_top,152
3030eaf8-4aa6-48f7-9c52-255094de6082,PLA,United States,0.45000002,2,2,2,1.0,14,9204,True,True,24.5,0.3333,1.0,0.4356,1.0,0.5871,True,keep,S4_top,153
31b76322-cd81-41e7-ac92-dcbea3476eed,Rome,Spain,0.5,3,3,3,1.0,69,1292,True,False,0.0,0.6667,1.0,0.6834,0.6,0.7267,True,keep,S4_top,154
3224bb81-099c-4144-964d-30eeac0b8040,France,Rafale,0.45000002,2,2,2,1.0,1932,4,True,True,20.9,0.3333,1.0,0.2589,1.0,0.5518,True,keep,S4_top,155
38ac6c62-572d-47b3-bb57-ba3698d6aaaf,Qatar,the Islamic Republic of Iran,0.45000002,2,2,2,1.0,478,115,True,False,22.0,0.3333,1.0,0.7647,0.6,0.5929,True,keep,S4_top,156
40b17f3c-575a-45b0-ac11-b18f0890cce2,Italy,Maldini,0.55,4,4,4,1.0,470,7,True,True,6.0,1.0,1.0,0.3345,1.0,0.8669,True,keep,S4_top,157
45f0c233-6cff-451e-909f-bff86f481807,Taiwan,United Kingdom,0.45000002,2,2,2,1.0,261,1339,True,True,6.3,0.3333,1.0,0.8957,1.0,0.6791,True,keep,S4_top,158
4735d30b-bf95-4f81-90b0-9a6fecb0fd70,Basra,PMF,0.55,3,3,4,1.33,10,23,True,False,3.6,0.6667,1.0,0.3857,0.6,0.6671,True,keep,S4_top,159
519680db-55e2-4f3a-afc6-69a87f27cdaf,Bastille Day,Europe,0.5,2,2,3,1.5,7,1613,True,True,20.0,0.3333,1.0,0.3345,1.0,0.5669,True,keep,S4_top,160
552f1d66-d679-4f26-bb0c-24bfc905c012,Europe,National Rally,0.45000002,2,2,2,1.0,1613,22,True,True,33.9,0.3333,1.0,0.5044,1.0,0.6009,True,keep,S4_top,161
5867d868-6441-4305-8775-8f1fd4434485,Axios,Doha,0.55,4,3,4,1.0,56,100,True,False,34.4,1.0,0.75,0.6504,0.6,0.8201,True,keep,S4_top,162
63cf63fb-8600-4e90-a3d0-58f288abe069,AFP,Hezbollah,0.45000002,2,2,2,1.0,152,164,True,False,5.6,0.3333,1.0,0.8092,0.6,0.6018,True,keep,S4_top,163
6b136605-0539-4e1f-8e98-852c8de394ab,Association of Southeast Asian Nations,India,0.45000002,2,2,2,1.0,17,1003,True,True,12.3,0.3333,1.0,0.4649,1.0,0.593,True,keep,S4_top,164
744bfae6-5a46-40dc-b46b-6af500d4cbaf,ICE,Moscow,0.45000002,2,2,2,1.0,123,1120,True,False,0.7,0.3333,1.0,0.7754,0.6,0.5951,True,keep,S4_top,165
7e958dc7-c267-4d4b-b5cd-22acee7fce1d,India,Myanmar,0.55,2,2,3,1.5,1003,188,True,True,10.7,0.3333,1.0,0.8432,1.0,0.6686,True,keep,S4_top,166
82744eb1-2218-4615-983e-1ceb393ef607,Ankara,Italy,0.55,2,2,3,1.5,377,470,True,True,26.1,0.3333,1.0,0.9547,1.0,0.6909,True,keep,S4_top,167
82f2233f-dc63-4a71-8b10-dd6815a423c4,Citizen Lab,Europe,0.45000002,2,2,2,1.0,4,1613,True,True,28.1,0.3333,1.0,0.2589,1.0,0.5518,True,keep,S4_top,168
8a0a7a34-8b0f-4158-a10c-e221d7f82f26,Colombia,Donald Trump,0.6,2,2,4,2.0,221,1492,True,False,0.1,0.3333,1.0,0.8691,0.6,0.6138,True,keep,S4_top,169
94296f54-5c17-4551-ba39-5d13af0ff051,Mark Carney,Saudi Arabia,0.55,2,2,4,2.0,33,809,True,True,24.7,0.3333,1.0,0.5672,1.0,0.6134,True,keep,S4_top,170
975f4adc-5142-4256-bcf0-808fcc362793,Brussels,Giorgia Meloni,0.5,2,2,3,1.5,115,41,True,False,0.0,0.3333,1.0,0.6012,0.6,0.5602,True,keep,S4_top,171
a350f668-57a2-42de-86cb-7678b06de980,Argentina,Atlantic,0.5,2,2,3,1.5,676,25,True,True,12.8,0.3333,1.0,0.5241,1.0,0.6048,True,keep,S4_top,172
acbf3b76-04c1-4444-9111-8eea2d69ad64,Indian Ocean,SpaceX,0.5,3,3,3,1.0,5,82,True,False,3.6,0.6667,1.0,0.2882,0.6,0.6476,True,keep,S4_top,173
ad74b9c2-4aec-45a8-9020-1d3ca7fc8244,Cameroon,Ghana,0.55,3,3,3,1.0,27,183,True,False,0.5,0.6667,1.0,0.536,0.6,0.6972,True,keep,S4_top,174
b7bfdef6-3b51-45e6-b810-dbcce3afcd3f,Bloomberg,Germany,0.45000002,2,2,2,1.0,78,913,True,True,4.8,0.3333,1.0,0.7029,1.0,0.6406,True,keep,S4_top,175
b9b23c8d-381f-4be6-bd6a-6a21020bb560,NATO,North Atlantic,0.5,3,3,3,1.0,953,5,True,False,2.7,0.6667,1.0,0.2882,0.6,0.6476,True,keep,S4_top,176
b9e3d369-6e24-4e7f-9d5e-61acf361ac44,Ariana Grande,United States,0.45000002,2,2,2,1.0,7,9204,True,True,0.2,0.3333,1.0,0.3345,1.0,0.5669,True,keep,S4_top,177
bc3b0e2e-c416-4925-a32b-82ed39c6386e,Algeria,Muslims,0.45000002,2,2,2,1.0,194,49,True,False,17.0,0.3333,1.0,0.6293,0.6,0.5659,True,keep,S4_top,178
c4798df4-8a9a-4ef3-97c7-8c3f6616cdd9,Donald Trump,Philippines,0.45000002,2,2,2,1.0,1492,144,True,False,1.8,0.3333,1.0,0.8006,0.6,0.6001,True,keep,S4_top,179
c8010838-d479-45fd-9735-2c8d993c0f2a,Pentagon,Persian Gulf,0.45000002,2,2,2,1.0,191,114,True,False,4.8,0.3333,1.0,0.7633,0.6,0.5927,True,keep,S4_top,180
cbb77c3c-cdbb-41bf-8a87-2543d5a36a47,Mediterranean,Middle East,0.45000002,2,2,2,1.0,64,411,True,False,4.0,0.3333,1.0,0.6715,0.6,0.5743,True,keep,S4_top,181
cd071f8e-cd69-42b6-9f0d-c2e317011b50,Donald Trump,Mark Carney,0.5,2,2,3,1.5,1492,33,True,False,12.9,0.3333,1.0,0.5672,0.6,0.5534,True,keep,S4_top,182
cd503599-8b60-4b34-8c87-4c263d5ba832,Saudi Arabia,United Nations,0.6,3,3,5,1.67,809,844,True,True,0.2,0.6667,1.0,1.0,1.0,0.85,True,keep,S4_top,183
d28b682c-3483-4e30-bbd9-77bc40acd425,Israel,the Israeli Army,0.5,3,2,3,1.0,2982,4,True,True,20.9,0.6667,0.6667,0.2589,1.0,0.6351,True,keep,S4_top,184
d35b5d61-aae4-4f5b-b7f5-969f9ffee5b8,Genoa,Morandi,0.5,3,3,3,1.0,8,3,True,False,18.0,0.6667,1.0,0.223,0.6,0.6346,True,keep,S4_top,185
d6b1535e-a263-4a02-bcc0-00204a8b64b1,Europe,Serbia,0.55,3,3,4,1.33,1613,68,True,True,0.0,0.6667,1.0,0.6811,1.0,0.7862,True,keep,S4_top,186
d981487d-e0c5-4760-87a2-6660c4cd26fe,Masoud Pezeshkian,Modi,0.5,2,2,2,1.0,175,106,True,False,31.6,0.3333,1.0,0.7517,0.6,0.5903,True,keep,S4_top,187
dadf2619-787f-410a-a8f3-ecf62a57c7fd,India,Scotland,0.5,2,2,3,1.5,1003,66,True,True,0.4,0.3333,1.0,0.6764,1.0,0.6353,True,keep,S4_top,188
e04747a6-e149-4750-888d-295c376612b8,Judit Polgar,Peter Magyar,0.5,3,3,3,1.0,3,34,True,False,14.3,0.6667,1.0,0.223,0.6,0.6346,True,keep,S4_top,189
e1e3a3de-46b0-4a4c-a5eb-56645edec07b,Europe,Yamal,0.45000002,2,2,2,1.0,1613,21,False,True,17.2,0.3333,1.0,0.4972,1.0,0.5994,True,keep,S4_top,190
e3b9783c-0ca2-4198-8951-2a8ef82de086,Iran,Senate Appropriations Committee,0.45000002,2,2,2,1.0,6645,5,True,True,11.9,0.3333,1.0,0.2882,1.0,0.5576,True,keep,S4_top,191
e4db116d-ba51-4dde-9b31-d207c9aa6b4a,CENTCOM,Navy,0.6,3,3,4,1.33,175,158,True,False,3.8,0.6667,1.0,0.8154,0.6,0.7531,True,keep,S4_top,192
e916f3fd-1aa1-4b2b-96fa-cbe30dc29ac5,Finland,Zelensky,0.45000002,2,2,2,1.0,66,527,True,False,4.9,0.3333,1.0,0.6764,0.6,0.5753,True,keep,S4_top,193
e98482af-a1f6-47a0-83b8-3156fda4a433,United States,earlier this month,0.5,2,2,3,1.5,9204,12,True,True,11.8,0.3333,1.0,0.4126,1.0,0.5825,True,keep,S4_top,194
ea01bf7c-f89b-4b5c-9fd8-5c1742ebbda9,Amboseli,Kenya,0.55,4,4,4,1.0,4,313,False,False,3.3,1.0,1.0,0.2589,0.0,0.7018,True,keep,S4_top,195
ecbf7df6-34e9-47d5-ae2a-b2c7f94ca6da,Khuzestan Province,Mohammad Reza Mavalizadeh,0.55,3,3,3,1.0,13,4,True,False,1.4,0.6667,1.0,0.2589,0.6,0.6418,True,keep,S4_top,196
f383ad19-6c9e-4bdf-8d29-2d2d4906ffe2,Boris Nadezhdin,France,0.5,2,2,3,1.5,20,1932,True,True,0.0,0.3333,1.0,0.4897,1.0,0.5979,True,keep,S4_top,197
f4489593-8dfc-4301-a435-c934effe8e0d,Hong Kong,United Kingdom,0.45000002,2,2,2,1.0,60,1339,True,True,12.1,0.3333,1.0,0.6613,1.0,0.6323,True,keep,S4_top,198
f713848c-30ef-46da-8f87-f618384530f7,Israel,Slovenia,0.5,2,2,3,1.5,2982,27,True,True,3.6,0.3333,1.0,0.536,1.0,0.6072,True,keep,S4_top,199
